,text,label
4852,"Despite terrific special effects and funnier gags , Harry Potter and the Chamber of Secrets finds a way to make J.K. Rowling 's marvelous series into a deadly bore .",1
4853,An incredibly narrow in-joke targeted to the tiniest segment of an already obscure demographic .,2
4854,The only thing I laughed at were the people who paid to see it .,2
4855,"All of the elements are in place for a great film noir , but director George Hickenlooper 's approach to the material is too upbeat .",2
4856,The hackneyed story about an affluent damsel in distress who decides to fight her bully of a husband is simply too overdone .,2
4857,the phone rings and a voice tells you you 've got seven days left to live .,3
4858,"Then you get another phone call warning you that if the video is n't back at Blockbuster before midnight , you 're going to face frightening late fees .",2
4859,"O.K. , not really .",3
4860,Possibly the most irresponsible picture ever released by a major film studio .,2
4861,The film 's overall mood and focus is interesting but constantly unfulfilling .,3
4862,"... a cheap , ludicrous attempt at serious horror .",1
4863,Those of you who are not an eighth grade girl will most likely doze off during this one .,1
4864,Befuddled in its characterizations as it begins to seem as long as the two year affair which is its subject,2
4865,"From beginning to end , this overheated melodrama plays like a student film .",3
4866,The movie would seem less of a trifle if Ms. Sugarman followed through on her defiance of the saccharine .,2
4867,It 's just not very smart .,2
4868,"Like the excruciating End of Days , Collateral Damage presents Schwarzenegger as a tragic figure , but sympathy really belongs with any viewer forced to watch him try out so many complicated facial expressions .",2
4869,"Imagine ( if possible ) a Pasolini film without passion or politics , or an Almodovar movie without beauty or humor , and you have some idea of the glum , numb experience of watching O Fantasma .",1
4870,"In trying to be daring and original , it comes off as only occasionally satirical and never fresh .",3
4871,"90 punitive minutes of eardrum-dicing gunplay , screeching-metal smashups , and flaccid odd-couple sniping .",1
4872,"Sadly , though many of the actors throw off a spark or two when they first appear , they ca n't generate enough heat in this cold vacuum of a comedy to start a reaction .",2
4873,Never capitalizes on this concept and opts for the breezy and amateurish feel of an after school special on the subject of tolerance .,1
4874,"After a while , Hoffman 's quirks and mannerisms , particularly his penchant for tearing up on cue -- things that seem so real in small doses -- become annoying and artificial .",2
4875,"This wretchedly unfunny wannabe comedy is inane and awful - no doubt , it 's the worst movie I 've seen this summer .",2
4876,It 's drab .,2
4877,It 's uninteresting .,1
4878,It squanders Chan 's uniqueness ; it could even be said to squander Jennifer Love Hewitt !,2
4879,The movie keeps coming back to the achingly unfunny Phonce and his several silly subplots .,2
4880,"This tale has been told and retold ; the races and rackets change , but the song remains the same .",2
4881,"A surprisingly flat retread , hobbled by half-baked setups and sluggish pacing .",1
4882,Forget the Psychology 101 study of romantic obsession and just watch the procession of costumes in castles and this wo n't seem like such a bore .,2
4883,A film that should be relegated to a dark video store corner is somehow making its way instead to theaters .,1
4884,It 's hard to imagine acting that could be any flatter .,1
4885,New ways of describing badness need to be invented to describe exactly how bad it is .,1
4886,"Lots of effort and intelligence are on display but in execution it is all awkward , static , and lifeless rumblings .",1
4887,"When cowering and begging at the feet a scruffy Giannini , Madonna gives her best performance since Abel Ferrara had her beaten to a pulp in his Dangerous Game .",5
4888,I suspect that there are more interesting ways of dealing with the subject .,2
4889,The film itself is about something very interesting and odd that would probably work better as a real documentary without the insinuation of mediocre acting or a fairly trite narrative .,2
4890,An unintentional parody of every teen movie made in the last five years .,3
4891,"Only for young children , if them .",3
4892,Their parents would do well to cram earplugs in their ears and put pillowcases over their heads for 87 minutes .,1
4893,"For all its violence , the movie is remarkably dull with only Caine making much of an impression .",2
4894,"No matter how firmly director John Stainton has his tongue in his cheek , the fact remains that a wacky concept does not a movie make .",3
4895,A sub-formulaic slap in the face to seasonal cheer .,2
4896,"The action is reasonably well-done ... yet story , character and comedy bits are too ragged to ever fit smoothly together .",3
4897,"Several uninteresting , unlikeable people do bad things to and with each other in `` Unfaithful . ''",1
4898,Why anyone who is not a character in this movie should care is beyond me .,1
4899,"Hill looks to be going through the motions , beginning with the pale script .",2
4900,Howard conjures the past via surrealist flourishes so overwrought you 'd swear he just stepped out of a Buñuel retrospective .,4
4901,The best thing that can be said of the picture is that it does have a few cute moments .,3
4902,"It 's not a bad premise , just a bad movie .",1
4903,An already thin story boils down to surviving invaders seeking an existent anti-virus .,1
4904,If only there were one for this kind of movie .,3
4905,"By the time the surprise ending is revealed , interest can not be revived .",2
4906,"The heedless impetuousness of youth is on full , irritating display in ( this ) meandering and pointless French coming-of-age import from writer-director Anne-Sophie Birot .",1
4907,A peculiar misfire that even Tunney ca n't save .,1
4908,"Watching Queen of the Damned is like reading a research paper , with special effects tossed in .",2
4909,I ca n't remember the last time I saw worse stunt editing or cheaper action movie production values than in Extreme Ops .,2
4910,"Too much of Nemesis has a tired , talky feel .",2
4911,I felt trapped and with no obvious escape for the entire 100 minutes .,2
4912,"When Mr. Hundert tells us in his narration that ` this is a story without surprises , ' we nod in agreement .",3
4913,Leaves us wondering less about its ideas and more about its characterization of Hitler and the contrived nature of its provocative conclusion .,2
4914,"It is that rare combination of bad writing , bad direction and bad acting -- the trifecta of badness .",1
4915,Each scene wreaks of routine ; the film never manages to generate a single threat of suspense .,3
4916,A soulless jumble of ineptly assembled cliches and pabulum that plays like a 95-minute commercial for NBA properties .,2
4917,"Borstal Boy represents the worst kind of filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy .",1
4918,"The film 's lack of personality permeates all its aspects -- from the TV movie-esque , affected child acting to the dullest Irish pub scenes ever filmed .",1
4919,works on the whodunit level as its larger themes get lost in the murk of its own making,2
4920,Crush could be the worst film a man has made about women since Valley of the Dolls .,1
