,name,tweet,sentiment
819,Franxells Global,"Fly Etihad Airways To Dubai From Lagos . Fare : N225K. (Return Economy Class Ticket). ___
Travel Period : Now till July, 2018. Sales ends 10March, 2018
To book : 08097877083, 08187800918
Email : info@franxellstravels.com
#fly #etihadairways #dubai #lagod #franxellsglobalservices pic.twitter.com/Vf3KmKbXob",Strongly Negative
820,muhammad asim,"UMRAH SEATS AVAILABLE IN ETIHAD AIRWAYS FROM LAHORE 
CONTACT ME :0304 3189325
EMAIL:SAMAATRAVELS@GMAIL.COM",Strongly Negative
821,muhammad asim,"UMRAH  SEATS AVAILABLE IN GROUP IN ETIHAD AIRWAYS  
CONTACT ME 0304 3189325
EMAIL:SAMAATRAVELS@GMAIL.COM",Strongly Negative
822,Prakash,I have tourist evisa do I need to mail for ok to board in etihad airways travelling from bangalore,Strongly Positive
823,WONTRA,"Enjoy exclusive flight offers on @etihadairways to Dubai only on  http://Wontra.com 

For booking assistance and enquiries, call 017001280, 08098229999 or send an email to reservations@wontra.com. 

#FlightDeals #OnlineFlightDeals #Wontra #Travel # pic.twitter.com/BpocSaoxsW",Strongly Positive
824,Cancelled or Delayed LK,"You may now be owed up to £550 per passenger, for your Cancelled/Delayed flights. Takes just 30 secs we'll do the rest. 1 form. Name, email, & number DONE!  http://viewit.link/ClaimNow  #TL9d53 pic.twitter.com/4D4b27MRai",Weekly Negative
825,vishal,Can u pl share the email id of Chief People Officer & Chief Customer Relationship Officer. I want to formally put up complain against 2day 9W643 in-flight incharge Sujeet. Never came across such arrogant unapologetic cabin incharge. Need serious grooming,Strongly Positive
826,Lee Cherry,I have dropped a mail to your feedback inbox too with more details!,Weekly Negative
827,Seamus Fingleton,@EtihadHelp I'm waiting 4 weeks for reply on my broken baggage claim. I have sent a follow up email but still no response. poor customer services @EtihadAirways,Strongly Negative
828,Ali Shah - على شاه,@EtihadAirways Do you know that no one is answering emails on Etihad Guest contact email address? Only get empty auto-reply @EtihadRewards,Strongly Negative
829,Tour Brokers Int'l,"#WanderlustWednesday: Wait for it...😳 See it?😉 Now call📞: 0809 555 5562/ email📧: info@tourbrokersinternational.com to book now
...
Terms and conditions apply

#Tourbrokersinternational #TourBrokers #etihadairways #Dubai #visitdubai #mydubai #visitdub…  http://ift.tt/2nJo8cP  pic.twitter.com/wrWvlAk82J",Neutral
830,JAJ TV,I’ll make sure I send them an email! Thank you very much!,Strongly Positive
831,WONTRA,"#TravelTuesday #FlightDeals
✈ Book Flights to Dubai, London, Madrid, Madrid, Tunisia & New York From ₦215,455 on @EtihadAirways @RAM_maroc and @emirates 

Call 017001280, 08098229999 or email: info@wontra.com for booking and enquiries.  pic.twitter.com/cPDVyJthfS",Strongly Positive
832,Rohit Saini,@EtihadAirways can you please reply to an email marked with subject AMSEY1148705FEB18 to feedback@etihad.ae @EtihadHelp,Strongly Negative
833,Craig?public=false' OR 1=1,"@EtihadAirways Hey, your mail unsubscribe links do not work. :(",Weekly Negative
834,Lynsey Edwards,@EtihadAirways so disappointed in your service so far. I have called 3 times with no call back and also sent an email with no response. I fly tonight and my issue is not resolved.. not great service!,Strongly Negative
835,Micheal Fogarty,@etihadairways #Start by using available #inventions like #phone and #email to #communicate with your #passengers. and stop #ignoring them. Then #invent a #customerservices department that use the same #technologies.  @tripadvisor #useless #holidays,Strongly Negative
836,Tour Brokers Int'l,"#TravelTip: Travel to Dubai for VALENTINE, EASTER and SALAH with our unbeatable deal on Etihad Airways

Sales is till 15th of March, 2018 and travel from now till 14th of July, 2018

Call📞: 0809 555 5562/ email📧: info@tourbrokersinternational.com to …  http://ift.tt/2FLrX7U  pic.twitter.com/uVyvkFKV8r",Strongly Positive
837,Nigel Misson,Mail auto forward rule to their customer services awaits... Your pain is their pain,Weekly Negative
838,Hasan Al Redaini,@EtihadAirways Ive tried everything trying to sort out my miles. Im loyal to Ethd bt Ive barely got my miles registered. Biz class flights to the other side of the planet going to waste. 2nd time tweeting in 2018. I sent an email to retro claims called customer service. Nothing!,Strongly Negative
839,Paul Montgomery,Set auto forward to their support email address.,Weekly Negative
840,Johnnode,To unsubscribe from @EtihadAirways emails I need to login. To start to reset my password I need my email & guest no. To complete I need my DOB & guestno. MY DOB is wrong and now I have email forever.,Strongly Negative
841,bowfineBolo,What email do I use to sent my complaints? I have 30 people here who are ready to send one.,Weekly Positive
842,Sarah Woods,"@EtihadAirways @EtihadHelp emailed your feedback email over a week ago. Never got a reply, issue isn’t fixed either. Boarding my 5th and then 6th flight with you in the last 10 days. 😏",Strongly Negative
843,notthedoctor,And they didn't even give advance notice. Came into effect 31 Jan. Got the email from them on 31 Jan ! EY have effectively just announced they are the new budget airline of the world...,Strongly Positive
844,Expat UAE,"There’s an announcement sent by email and it’s well available on the website for you to get the info. All airlines have the right to make changes to their baggage policy. If you’re a backpacker where you really don’t need baggage allowance,you’re free to choose fares that suit u",Neutral
845,Mohamed Nassar,@EtihadAirways If I have a complaint regarding EtihadGuest - Whom should I contact ? I sent them a mail a months back with the details and yet nothing updated in my profile !!,Neutral
846,Tour Brokers Int'l,"You have every reason to be in Dubai this season🇦🇪😉, unbeatable deal to Dubai on Etihad Airways, price from N217,000

Sales is till 15th of March, 2018 and travel from now till 14th of July, 2018 
Call📞: 0809 555 5562/ email📧: info@tourbrokersint…  http://ift.tt/2nxVtqn  pic.twitter.com/fcqjcgyzxi",Strongly Positive
847,drsaeed,"@EtihadAirways I am a Gold Member, I wanted to change my email address on my Etihad Guest account and have been waiting for weeks with no luck, who do I need to contact to resolve this matter?",Strongly Negative
848,WONTRA,"Take advantage of these ongoing promos on @EtihadAirways & @VirginAtlantic to book direct flights to #Dubai from ₦215,455 (Economy) & #London from ₦624,023 (Premium). 

For booking & enquiries, call our helplines: 017001280 or send an email to: info@wontra.com.

#Wontra #Travel pic.twitter.com/ZyPRlKEDtT",Weekly Positive
849,drsaeed,@EtihadAirways I wanted to change my email address on my Etihad Guest account and have been waiting for weeks with no luck,Strongly Negative
850,Doug Poncia,However..when I log in it says it’s sent a one time password to my email....an old work address hence my first question as I cannot retrieve the password,Neutral
851,Doug Poncia,@EtihadAirways I need to reset my email as is old work. Can you provide a link please,Neutral
852,puneet oberoi,"@EtihadAirways
My file ref for mishandled baggage was CDGEY31110 promised compensatiom complain ref 605681 writting mail to etihad no update. The PIR & air tickets/luggage tag were on my name.
#fraud made to me #harresed by etihad airways since last month.",Strongly Negative
853,潘恩恩,"Very bad and not polite company, received the information confirmation email also does not reply, the direct mileage cancelling also does not explain.",Strongly Negative
854,My Chemical Roadman Ⓥ,@EtihadAirways I would appreciate it if someone would respond to my email from two days ago,Strongly Negative
855,Natalie Gill,Just got an email from @EtihadAirways inviting me to bid to upgrade to business 😍 can’t quite afford it this time but can always hope for a freebie upgrade at the airport 🇦🇺#Australia #AustraliaDay #Travel,Strongly Positive
856,James Blake,Dear @EtihadAirways @EtihadHelp How long does it take to hear back for compensation regarding deylayed baggage and broken child stroller. I wrote an email to baggage claims but heard nothing back. Please advise,Strongly Negative
857,Micheal Fogarty,So I if don't provide @EtihadAirways with the email address from which I sent the complaint it will not be followed up on? #seriously #notgood #joke #tripadvisor,Weekly Negative
858,Micheal Fogarty,I don't understand Ivy!! Are you telling me that for a complaint to be addressed by @EtihadAirways I need to send an email to the appropriate email address and then follow up on #twitter before it will be considered? #tripadvisor #joke,Neutral
859,Micheal Fogarty,My email address should not be required. Are complaints even looked at if the complainant doesn't contact you through multiple platforms? @EtihadAirways #Joke. I'm beginning to understand why you have a rating of 3.5 on #TripAdvisor,Strongly Negative
860,Micheal Fogarty,The answer to all your questions is no. Have you lost/deleted my email? #Joke #thisiscomical #customercomplaints #complaints #joke #TripAdvisor @EtihadAirways #NoCustomerService #ignoreCustomers,Weekly Negative
861,حسن الزعابي,"@etihadairways having problems receiving my complimentary ticket from EtihadGuest. I’ve called several times for almost 2 months, being asked to check my junk mail each time I call but, they failed to send it! Is there any way I can get my ticket before the expiration date!!",Strongly Negative
862,Joby Joseph,@EtihadAirways Not sure how @EtihadAirways works towards Guest Miles redemption promise fulfilment. An open item since 23 Nov 2017 ! Follow ups via email not resulting in any response. 2 months now !,Strongly Negative
863,Charlotte,"@EtihadAirways what is going on with your flights&booking system? I get an online quote, followed by a marketing email confirming a price of £2000 for 2 flights to NZ, can’t book it. 2 hours on phone to your call centre- suddenly £8000. Not happy. #CustomerService #scam",Strongly Negative
