,username,tweet,sentiment,label
832,aolnkv,@EtihadHelp @EtihadAirways next email will be to your CEO.  Come on guys in today's competitive business this is how you treat your customers!  Compensate us for the new stroller you MADE us purchase. I will share every day the poor customer service I get from your team.,Strongly Negative,1
833,aolnkv,"@EtihadHelp @EtihadAirways  Day 6, no stroller. 1st we get a call from Mumbai office that email has been sent, 2nd call that stroller brand sent, and now 3rd call ""possible"" match but no idea when it will come.  Business class passenger treatment!  Horrible.",Strongly Negative,1
834,livwrites,"LOL. After sitting on #Etihad, I finally got a report my stroller is in Abu Dhabi. A month ago it was in Paris. @dnataSupport just replied to an email of a month ago, out of the blue. This is truly the most tedious shit. Don't fly @EtihadAirways.",Strongly Negative,1
835,fogmick,Are you going to respond to my last email #Etihad or just #Ignore? Do you enjoy #frustrating your #customers? #WARNING- If you #Fly with #etihad and things don't go to plan you will be treated like #dirt. #Ethiad takes no #responsibility for #delays caused by its #incompetencies,Strongly Negative,1
836,tourbrokers,"Etihad Airways is offering unbeatable deal to Dubai this season, grab this now ✈ 🎫
...
Sales is till 15th of March, 2018 and travel from now till 14th of July, 2018

Call📞: 0809 555 5562/ email📧: info@tourbrokersinternational.com to book now

Terms a…  http://ift.tt/2Cp75Bp  pic.twitter.com/rBvZZvLsLD",Strongly Positive,5
837,animesh_86,"@EtihadAirways Hi there,tomorrow my parents are flying and We recieve a reminder email yesterday about the  http://same.Now  today we just called up to check if everything was fine and we were told that we have a booking on 20th and not 17th!!! Hard to believe my ears.",Strongly Negative,1
838,harmso,#vote #EtihadAirways @EtihadAirways says Vote for Etihad Guest as your number one. Funniest quote of the day just received in my email. You are not even on my top 10 list. Not enough good .. work harder you may reach number 10 😌,Strongly Negative,1
839,franx_e,"Fly Etihad Airways To Dubai From Lagos . Fare : N225K. (Return Economy Class Ticket). ___
Travel Period : Now till July, 2018. Sales ends 10March, 2018
To book : 08097877083, 08187800918
Email : info@franxellstravels.com
#fly #etihadairways #dubai #lagod #franxellsglobalservices pic.twitter.com/Vf3KmKbXob",Strongly Negative,1
840,chughtaiasim,"UMRAH SEATS AVAILABLE IN ETIHAD AIRWAYS FROM LAHORE 
CONTACT ME :0304 3189325
EMAIL:SAMAATRAVELS@GMAIL.COM",Strongly Negative,1
841,chughtaiasim,"UMRAH  SEATS AVAILABLE IN GROUP IN ETIHAD AIRWAYS  
CONTACT ME 0304 3189325
EMAIL:SAMAATRAVELS@GMAIL.COM",Strongly Negative,1
842,krishp_256,I have tourist evisa do I need to mail for ok to board in etihad airways travelling from bangalore,Strongly Positive,5
843,wontratravels,"Enjoy exclusive flight offers on @etihadairways to Dubai only on  http://Wontra.com 

For booking assistance and enquiries, call 017001280, 08098229999 or send an email to reservations@wontra.com. 

#FlightDeals #OnlineFlightDeals #Wontra #Travel # pic.twitter.com/BpocSaoxsW",Strongly Positive,5
844,candelayedlk,"You may now be owed up to £550 per passenger, for your Cancelled/Delayed flights. Takes just 30 secs we'll do the rest. 1 form. Name, email, & number DONE!  http://viewit.link/ClaimNow  #TL9d53 pic.twitter.com/4D4b27MRai",Weekly Negative,2
845,v_vks,Can u pl share the email id of Chief People Officer & Chief Customer Relationship Officer. I want to formally put up complain against 2day 9W643 in-flight incharge Sujeet. Never came across such arrogant unapologetic cabin incharge. Need serious grooming,Strongly Positive,5
846,leejcherry,I have dropped a mail to your feedback inbox too with more details!,Weekly Negative,2
847,fomaes21,@EtihadHelp I'm waiting 4 weeks for reply on my broken baggage claim. I have sent a follow up email but still no response. poor customer services @EtihadAirways,Strongly Negative,1
848,aliishah,@EtihadAirways Do you know that no one is answering emails on Etihad Guest contact email address? Only get empty auto-reply @EtihadRewards,Strongly Negative,1
849,tourbrokers,"#WanderlustWednesday: Wait for it...😳 See it?😉 Now call📞: 0809 555 5562/ email📧: info@tourbrokersinternational.com to book now
...
Terms and conditions apply

#Tourbrokersinternational #TourBrokers #etihadairways #Dubai #visitdubai #mydubai #visitdub…  http://ift.tt/2nJo8cP  pic.twitter.com/wrWvlAk82J",Neutral,3
850,jaj_tv,I’ll make sure I send them an email! Thank you very much!,Strongly Positive,5
851,wontratravels,"#TravelTuesday #FlightDeals
✈ Book Flights to Dubai, London, Madrid, Madrid, Tunisia & New York From ₦215,455 on @EtihadAirways @RAM_maroc and @emirates 

Call 017001280, 08098229999 or email: info@wontra.com for booking and enquiries.  pic.twitter.com/cPDVyJthfS",Strongly Positive,5
852,rohetsaini,@EtihadAirways can you please reply to an email marked with subject AMSEY1148705FEB18 to feedback@etihad.ae @EtihadHelp,Strongly Negative,1
853,dercraig,"@EtihadAirways Hey, your mail unsubscribe links do not work. :(",Weekly Negative,2
854,lynseylaf,@EtihadAirways so disappointed in your service so far. I have called 3 times with no call back and also sent an email with no response. I fly tonight and my issue is not resolved.. not great service!,Strongly Negative,1
855,fogmick,@etihadairways #Start by using available #inventions like #phone and #email to #communicate with your #passengers. and stop #ignoring them. Then #invent a #customerservices department that use the same #technologies.  @tripadvisor #useless #holidays,Strongly Negative,1
856,tourbrokers,"#TravelTip: Travel to Dubai for VALENTINE, EASTER and SALAH with our unbeatable deal on Etihad Airways

Sales is till 15th of March, 2018 and travel from now till 14th of July, 2018

Call📞: 0809 555 5562/ email📧: info@tourbrokersinternational.com to …  http://ift.tt/2FLrX7U  pic.twitter.com/uVyvkFKV8r",Strongly Positive,5
857,redessa,Mail auto forward rule to their customer services awaits... Your pain is their pain,Weekly Negative,2
858,hasanrtw,@EtihadAirways Ive tried everything trying to sort out my miles. Im loyal to Ethd bt Ive barely got my miles registered. Biz class flights to the other side of the planet going to waste. 2nd time tweeting in 2018. I sent an email to retro claims called customer service. Nothing!,Strongly Negative,1
859,pmontgomery,Set auto forward to their support email address.,Weekly Negative,2
860,johnnonolan,To unsubscribe from @EtihadAirways emails I need to login. To start to reset my password I need my email & guest no. To complete I need my DOB & guestno. MY DOB is wrong and now I have email forever.,Strongly Negative,1
861,bowfine,What email do I use to sent my complaints? I have 30 people here who are ready to send one.,Weekly Positive,4
862,sarahwoods_net,"@EtihadAirways @EtihadHelp emailed your feedback email over a week ago. Never got a reply, issue isn’t fixed either. Boarding my 5th and then 6th flight with you in the last 10 days. 😏",Strongly Negative,1
863,notthedoct,And they didn't even give advance notice. Came into effect 31 Jan. Got the email from them on 31 Jan ! EY have effectively just announced they are the new budget airline of the world...,Strongly Positive,5
864,expatuae,"There’s an announcement sent by email and it’s well available on the website for you to get the info. All airlines have the right to make changes to their baggage policy. If you’re a backpacker where you really don’t need baggage allowance,you’re free to choose fares that suit u",Neutral,3
865,mrnassaro,@EtihadAirways If I have a complaint regarding EtihadGuest - Whom should I contact ? I sent them a mail a months back with the details and yet nothing updated in my profile !!,Neutral,3
866,tourbrokers,"You have every reason to be in Dubai this season🇦🇪😉, unbeatable deal to Dubai on Etihad Airways, price from N217,000

Sales is till 15th of March, 2018 and travel from now till 14th of July, 2018 
Call📞: 0809 555 5562/ email📧: info@tourbrokersint…  http://ift.tt/2nxVtqn  pic.twitter.com/fcqjcgyzxi",Strongly Positive,5
867,drsaeed89551554,"@EtihadAirways I am a Gold Member, I wanted to change my email address on my Etihad Guest account and have been waiting for weeks with no luck, who do I need to contact to resolve this matter?",Strongly Negative,1
868,wontratravels,"Take advantage of these ongoing promos on @EtihadAirways & @VirginAtlantic to book direct flights to #Dubai from ₦215,455 (Economy) & #London from ₦624,023 (Premium). 

For booking & enquiries, call our helplines: 017001280 or send an email to: info@wontra.com.

#Wontra #Travel pic.twitter.com/ZyPRlKEDtT",Weekly Positive,4
869,drsaeed89551554,@EtihadAirways I wanted to change my email address on my Etihad Guest account and have been waiting for weeks with no luck,Strongly Negative,1
870,kerrydougp,However..when I log in it says it’s sent a one time password to my email....an old work address hence my first question as I cannot retrieve the password,Neutral,3
871,kerrydougp,@EtihadAirways I need to reset my email as is old work. Can you provide a link please,Neutral,3
872,puneetoberoi90,"@EtihadAirways
My file ref for mishandled baggage was CDGEY31110 promised compensatiom complain ref 605681 writting mail to etihad no update. The PIR & air tickets/luggage tag were on my name.
#fraud made to me #harresed by etihad airways since last month.",Strongly Negative,1
